reaction,FC,p,q,enrichment,changed
HMR_2644,1.0,0.0,0.0,1,1
HMR_2648,0.0,1.0,1.0,0,0
HMR_2651,0.0,1.0,1.0,0,0
HMR_2657,0.0,1.0,1.0,0,0
HMR_2659,-12.571554198797093,1.5702401851850447e-15,1.669926424930342e-15,-1,1
HMR_2661,-33.52364942629457,1.3152720028193915e-21,1.4231726763180119e-21,-1,1
HMR_2666,0.0,1.0,1.0,0,0
HMR_2667,-189.07872758577673,1.640515093458319e-31,1.8321080970738891e-31,-1,1
HMR_2668,-3.3171568411534906,2.0545862271954644e-21,2.2199978302323876e-21,-1,1
HMR_2669,2.7522551957424377,3.817701049123875e-111,4.911224163530994e-111,1,1
HMR_2670,-2.7522551957424386,3.817701049123875e-111,4.911224163530994e-111,-1,1
HMR_2671,-2.752255195742438,3.817701049123875e-111,4.911224163530994e-111,-1,1
HMR_2673,301.02456759541906,0.0,0.0,1,1
HMR_2675,16.45340623836894,3.510978890942674e-86,4.353158592497805e-86,1,1
HMR_2676,16.453406238369148,3.510978890942674e-86,4.353158592497805e-86,1,1
HMR_2677,-16.45340623836936,3.510978890942674e-86,4.353158592497805e-86,-1,1
HMR_2679,177.78553616400507,6.633705831416385e-195,9.317230650612364e-195,1,1
HMR_2681,11.110417760089533,1.774876169162964e-133,2.3477468635325667e-133,1,1
HMR_2682,-11.110417760089597,1.774876169162964e-133,2.3477468635325667e-133,-1,1
HMR_2683,-11.110417760089497,1.774876169162964e-133,2.3477468635325667e-133,-1,1
HMR_2684,14.118283223963564,7.053692183224609e-30,7.862177542739425e-30,1,1
HMR_2685,-14.118283223969447,7.053692183224609e-30,7.862177542739425e-30,-1,1
HMR_2686,-14.118283223969032,7.053692183224609e-30,7.862177542739425e-30,-1,1
HMR_2687,1.9154228751575637,1.4578519998015312e-84,1.7901392934962625e-84,1,1
HMR_2688,-1.9154228751575637,1.4578519998015312e-84,1.7901392934962625e-84,-1,1
HMR_2689,-1.9154228751575768,1.4578519998015312e-84,1.7901392934962625e-84,-1,1
HMR_2690,3.421918345989795,1.2857747777661932e-18,1.3847269427374065e-18,1,1
HMR_2691,3.4219183459897886,1.2857747777661932e-18,1.3847269427374065e-18,1,1
HMR_2692,-3.42191834598979,1.2857747777661932e-18,1.3847269427374065e-18,-1,1
HMR_2693,4.833902173067421,1.3878173223697225e-09,1.455020902164693e-09,1,1
HMR_2695,4.833902173067428,1.3878173223697225e-09,1.455020902164693e-09,1,1
HMR_2697,-4.833902173067421,1.3878173223697225e-09,1.455020902164693e-09,-1,1
HMR_2699,-21.355473918383268,1.0946236062021009e-36,1.2411863518941806e-36,-1,1
HMR_2700,-21.355473918367206,1.0946236062021009e-36,1.2411863518941806e-36,-1,1
HMR_2701,21.355473918379687,1.0946236062021009e-36,1.2411863518941806e-36,1,1
HMR_2702,-91.10907842122946,2.273588556073783e-85,2.800797496612631e-85,-1,1
HMR_2703,-91.10907842123461,2.273588556073783e-85,2.800797496612631e-85,-1,1
HMR_2704,91.10907842123967,2.273588556073783e-85,2.800797496612631e-85,1,1
HMR_2705,28.268243520009126,6.049929117922466e-147,8.138679557814805e-147,1,1
HMR_2706,-28.268243520009634,6.049929117922466e-147,8.138679557814805e-147,-1,1
HMR_2707,-28.268243520009516,6.049929117922466e-147,8.138679557814805e-147,-1,1
HMR_2708,5.514662669691932,2.332572779609904e-16,2.4887282795001066e-16,1,1
HMR_2709,-5.514662669691927,2.332572779609904e-16,2.4887282795001066e-16,-1,1
HMR_2710,-5.5146626696919245,2.332572779609904e-16,2.4887282795001066e-16,-1,1
HMR_2711,-112.15548228652942,5.356249099254043e-22,5.803867650041563e-22,-1,1
HMR_2712,-112.15548228650162,5.356249099254043e-22,5.803867650041563e-22,-1,1
HMR_2713,112.15548228650762,5.356249099254043e-22,5.803867650041563e-22,1,1
HMR_2715,7.022575708841001,3.433746373578779e-33,3.859181159335601e-33,1,1
HMR_2718,32.954596071070576,1.3338402043277707e-172,1.8451858161134623e-172,1,1
HMR_2722,1.0,4.0290020167724145e-303,6.079263398088554e-303,1,1
HMR_2727,1.0,2.165237789572251e-146,2.9076774295309047e-146,1,1
HMR_2731,1.0,1.0573141119469923e-137,1.4115973745889162e-137,1,1
HMR_2733,22.890272477314227,3.594137052202643e-34,4.041423093976024e-34,1,1
HMR_2734,22.89027247731422,3.594137052202643e-34,4.041423093976024e-34,1,1
HMR_2735,-22.890272477314085,3.594137052202643e-34,4.041423093976024e-34,-1,1
HMR_2736,4.96103586193918,2.321597219050034e-08,2.4141665689713764e-08,1,1
HMR_2737,4.961035861939179,2.321597219050034e-08,2.4141665689713764e-08,1,1
HMR_2738,-4.961035861939181,2.321597219050034e-08,2.4141665689713764e-08,-1,1
HMR_2739,3.675409573076896,1.3433151993983066e-08,1.4006853169555264e-08,1,1
HMR_2740,3.675409573076889,1.3433151993983066e-08,1.4006853169555264e-08,1,1
HMR_2741,-3.675409573076897,1.3433151993983066e-08,1.4006853169555264e-08,-1,1
HMR_2753,178.5521619110183,0.0,0.0,1,1
HMR_2760,236.7811178331126,0.0,0.0,1,1
HMR_2764,223.22936802797645,0.0,0.0,1,1
HMR_2768,5.688632015872959,1.0187003665032852e-08,1.0651104059795168e-08,1,1
HMR_2769,-5.688632015872973,1.0187003665032852e-08,1.0651104059795168e-08,-1,1
HMR_2770,-5.6886320158729715,1.0187003665032852e-08,1.0651104059795168e-08,-1,1
HMR_2771,2.4436760021663546,3.407327718086382e-22,3.697313055795861e-22,1,1
HMR_2772,2.4436760021663497,3.407327718086382e-22,3.697313055795861e-22,1,1
HMR_2773,-2.4436760021663524,3.407327718086382e-22,3.697313055795861e-22,-1,1
HMR_2774,4.03939090985524,4.944209857281109e-11,5.202641734277921e-11,1,1
HMR_2775,4.039390909855236,4.944209857281109e-11,5.202641734277921e-11,1,1
HMR_2776,-4.0393909098552365,4.944209857281109e-11,5.202641734277921e-11,-1,1
HMR_2861,55.556887915979075,0.0,0.0,1,1
HMR_2862,-55.556887915972375,0.0,0.0,-1,1
HMR_2884,152.8505040884757,4.576084047596027e-287,6.855165071300837e-287,1,1
HMR_2886,-152.8505040884695,4.576084047596027e-287,6.855165071300837e-287,-1,1
HMR_2888,-242.1639741475954,0.0,0.0,-1,1
HMR_2890,242.16397414759652,0.0,0.0,1,1
HMR_2982,60.398295992159255,0.0,0.0,1,1
HMR_2994,26.271904964651068,6.766991587022994e-08,7.027260494216187e-08,1,1
HMR_3107,91.10907842123981,2.273588556073783e-85,2.800797496612631e-85,1,1
HMR_3108,91.10907842119866,2.273588556073783e-85,2.800797496612631e-85,1,1
HMR_3109,91.10907842119866,2.273588556073783e-85,2.800797496612631e-85,1,1
HMR_3110,91.1090784211987,2.273588556073783e-85,2.800797496612631e-85,1,1
HMR_3111,81.78242616382948,1.278517400590018e-58,1.5062615166088764e-58,1,1
HMR_3112,81.78242616379542,1.278517400590018e-58,1.5062615166088764e-58,1,1
HMR_3113,81.78242616379539,1.278517400590018e-58,1.5062615166088764e-58,1,1
HMR_3114,81.7824261637954,1.278517400590018e-58,1.5062615166088764e-58,1,1
HMR_3115,190.23917821522204,0.0,0.0,1,1
HMR_3128,97.94269176084255,3.6050904987649033e-216,5.145325058871551e-216,1,1
HMR_3170,21.3554739183797,1.0946236062021009e-36,1.2411863518941806e-36,1,1
HMR_3171,21.355473918379705,1.0946236062021009e-36,1.2411863518941806e-36,1,1
HMR_3172,21.355473918379673,1.0946236062021009e-36,1.2411863518941806e-36,1,1
HMR_3173,21.355473918379673,1.0946236062021009e-36,1.2411863518941806e-36,1,1
HMR_3174,4.959117891398978,3.328318371004937e-274,4.947208977627157e-274,1,1
HMR_3175,4.959117891398963,3.328318371004937e-274,4.947208977627157e-274,1,1
HMR_3176,4.959117891398976,3.328318371004937e-274,4.947208977627157e-274,1,1
HMR_3177,4.95911789139894,3.328318371004937e-274,4.947208977627157e-274,1,1
HMR_3178,7.6592636480450995,3.677996330485201e-84,4.506674628117211e-84,1,1
HMR_3179,7.659263648045112,3.677996330485201e-84,4.506674628117211e-84,1,1
HMR_3180,7.6592636480451155,3.677996330485201e-84,4.506674628117211e-84,1,1
HMR_3181,7.659263648045092,3.677996330485201e-84,4.506674628117211e-84,1,1
HMR_3182,9.780755232350899,8.558957839743207e-54,1.0001429858559399e-53,1,1
HMR_3183,9.780755232350792,8.558957839743207e-54,1.0001429858559399e-53,1,1
HMR_3184,9.780755232350783,8.558957839743207e-54,1.0001429858559399e-53,1,1
HMR_3185,9.780755232350764,8.558957839743207e-54,1.0001429858559399e-53,1,1
HMR_3186,9.780755232350762,8.558957839743207e-54,1.0001429858559399e-53,1,1
HMR_3187,9.780755232350755,8.558957839743207e-54,1.0001429858559399e-53,1,1
HMR_3188,9.78075523235078,8.558957839743207e-54,1.0001429858559399e-53,1,1
HMR_3189,9.780755232350764,8.558957839743207e-54,1.0001429858559399e-53,1,1
HMR_3190,9.657582546892055,2.0434057605242295e-186,2.852564610950795e-186,1,1
HMR_3191,9.657582546891971,2.0434057605242295e-186,2.852564610950795e-186,1,1
HMR_3192,9.657582546892113,2.0434057605242295e-186,2.852564610950795e-186,1,1
HMR_3193,9.657582546892089,2.0434057605242295e-186,2.852564610950795e-186,1,1
HMR_3194,38.594992998163235,2.0264232315663477e-29,2.2521265454938344e-29,1,1
HMR_3195,38.59499299816323,2.0264232315663477e-29,2.2521265454938344e-29,1,1
HMR_3196,38.59499299816323,2.0264232315663477e-29,2.2521265454938344e-29,1,1
HMR_3197,38.59499299816331,2.0264232315663477e-29,2.2521265454938344e-29,1,1
HMR_3198,38.52076645901296,1.7199456463250463e-77,2.0962693883781103e-77,1,1
HMR_3199,38.520766459012975,1.7199456463250463e-77,2.0962693883781103e-77,1,1
HMR_3200,38.52076645901279,1.7199456463250463e-77,2.0962693883781103e-77,1,1
HMR_3201,38.52076645901298,1.7199456463250463e-77,2.0962693883781103e-77,1,1
HMR_3202,38.42583402664248,4.681876278690443e-148,6.324253125129233e-148,1,1
HMR_3203,38.42583402664253,4.681876278690443e-148,6.324253125129233e-148,1,1
HMR_3204,38.42583402664256,4.681876278690443e-148,6.324253125129233e-148,1,1
HMR_3205,38.425834026640416,4.681876278690443e-148,6.324253125129233e-148,1,1
HMR_3218,28.268243520008937,6.049929117922466e-147,8.138679557814805e-147,1,1
HMR_3219,28.268243520008706,6.049929117922466e-147,8.138679557814805e-147,1,1
HMR_3220,28.268243520008642,6.049929117922466e-147,8.138679557814805e-147,1,1
HMR_3221,28.268243520008664,6.049929117922466e-147,8.138679557814805e-147,1,1
HMR_3222,42.06200246721869,3.1011084728698247e-52,3.6072194349904954e-52,1,1
HMR_3223,42.06200246721811,3.1011084728698247e-52,3.6072194349904954e-52,1,1
HMR_3224,42.0620024672187,3.1011084728698247e-52,3.6072194349904954e-52,1,1
HMR_3225,42.062002467218285,3.1011084728698247e-52,3.6072194349904954e-52,1,1
HMR_3229,-1.0,0.0,0.0,-1,1
HMR_3230,28.01318232941196,2.7948372826899163e-59,3.3045603110630385e-59,1,1
HMR_3231,28.013182329411798,2.7948372826899163e-59,3.3045603110630385e-59,1,1
HMR_3232,28.01318232941193,2.7948372826899163e-59,3.3045603110630385e-59,1,1
HMR_3233,28.01318232941189,2.7948372826899163e-59,3.3045603110630385e-59,1,1
HMR_3234,23.79396998781163,3.0414095020255734e-46,3.498764314360246e-46,1,1
HMR_3235,23.793969987811654,3.0414095020255734e-46,3.498764314360246e-46,1,1
HMR_3236,23.7939699878116,3.0414095020255734e-46,3.498764314360246e-46,1,1
HMR_3237,23.793969987864575,3.0414095020255734e-46,3.498764314360246e-46,1,1
HMR_3240,11.110417760089536,1.774876169162964e-133,2.3477468635325667e-133,1,1
HMR_3241,11.1104177600894,1.774876169162964e-133,2.3477468635325667e-133,1,1
HMR_3242,11.110417760089407,1.774876169162964e-133,2.3477468635325667e-133,1,1
HMR_3243,11.11041776008941,1.774876169162964e-133,2.3477468635325667e-133,1,1
HMR_3244,45.304024669394906,3.5000098011524194e-41,3.990324139912967e-41,1,1
HMR_3245,45.3040246693949,3.5000098011524194e-41,3.990324139912967e-41,1,1
HMR_3246,45.304024669394835,3.5000098011524194e-41,3.990324139912967e-41,1,1
HMR_3247,45.304024669395154,3.5000098011524194e-41,3.990324139912967e-41,1,1
HMR_3398,8.550986353372293,0.017090148468768534,0.017517593003940946,1,1
HMR_3406,12.571554198797863,1.5702401851850447e-15,1.669926424930342e-15,1,1
HMR_3407,3.317156841153227,2.0545862271954644e-21,2.2199978302323876e-21,1,1
HMR_3408,2.752255195742434,3.817701049123875e-111,4.911224163530994e-111,1,1
HMR_3409,2.9001616329181537,9.028555903609494e-139,1.2067871752349325e-138,1,1
HMR_3411,1.9154228751575653,1.4578519998015312e-84,1.7901392934962625e-84,1,1
HMR_3413,3.4219183459898,1.2857747777661932e-18,1.3847269427374065e-18,1,1
HMR_3414,4.833902173067426,1.3878173223697225e-09,1.455020902164693e-09,1,1
HMR_3416,5.514662669691932,2.332572779609904e-16,2.4887282795001066e-16,1,1
HMR_3421,5.58492805560903,0.0028179208242694134,0.002894864947044899,1,1
HMR_3422,1.8103611445235104,4.564357804197157e-28,5.060483652479457e-28,1,1
HMR_3423,5.688632015872315,1.0187003665032852e-08,1.0651104059795168e-08,1,1
HMR_3424,2.4436760021662467,3.407327718086382e-22,3.697313055795861e-22,1,1
HMR_3425,4.0393909098552,4.944209857281109e-11,5.202641734277921e-11,1,1
HMR_3426,7.367784659775785,1.942374946587825e-18,2.090877346350403e-18,1,1
HMR_3427,2.7633817964261667,1.354199288211322e-23,1.47572999356362e-23,1,1
HMR_3428,10.00765791190532,3.6831887568019337e-19,3.9778438573460887e-19,1,1
HMR_3429,8.660356265428453,0.005306868855560685,0.005444463130760738,1,1
HMR_3431,22.890272477314035,3.594137052202643e-34,4.041423093976024e-34,1,1
HMR_3432,4.96103586193913,2.321597219050034e-08,2.4141665689713764e-08,1,1
HMR_3433,3.6754095730769003,1.3433151993983066e-08,1.4006853169555264e-08,1,1
HMR_3448,17.38970489343245,1.2184061416761676e-88,1.513937246966326e-88,1,1
HMR_3449,17.38970489343246,1.2184061416761676e-88,1.513937246966326e-88,1,1
HMR_3450,17.389704893432445,1.2184061416761676e-88,1.513937246966326e-88,1,1
HMR_3451,17.389704893432487,1.2184061416761676e-88,1.513937246966326e-88,1,1
HMR_3452,9.776949278373408,1.8396077338375514e-25,2.0133046014101957e-25,1,1
HMR_3453,9.776949278373428,1.8396077338375514e-25,2.0133046014101957e-25,1,1
HMR_3454,9.776949278373454,1.8396077338375514e-25,2.0133046014101957e-25,1,1
HMR_3455,-9.776949278373463,1.8396077338375514e-25,2.0133046014101957e-25,-1,1
HMR_3456,9.77694927837239,1.8396077338375514e-25,2.0133046014101957e-25,1,1
HMR_3457,9.77694927837336,1.8396077338375514e-25,2.0133046014101957e-25,1,1
HMR_3662,115.95518390813845,0.0,0.0,1,1
HMR_3675,57.74866684020318,1.0148679071081967e-90,1.2685848838852459e-90,1,1
HMR_3721,115.95518390813862,0.0,0.0,1,1
HMR_3734,57.748666840203995,1.0148679071081967e-90,1.2685848838852459e-90,1,1
HMR_3855,166.57160810208669,1.0187003665032852e-08,1.0651104059795168e-08,1,1
HMR_3859,737.1077161807727,0.0,0.0,1,1
HMR_3915,454.15732532285085,0.0,0.0,1,1
HMR_3953,50.406934754013044,0.0,0.0,1,1
HMR_3996,-196.4223059251773,6.815761696355057e-276,1.0163855161231224e-275,-1,1
HMR_4079,-1.0,0.0,0.0,-1,1
HMR_4124,1.1740080705315186,0.0,0.0,1,1
HMR_4782,283.92143034201683,4.6808597738937573e-265,6.899533192733573e-265,1,1
HMR_4783,492.7796485515167,2.1603957516211753e-23,2.3509285206119476e-23,1,1
HMR_4790,1.0,0.0,0.0,1,1
HMR_4957,-1.0,0.0,0.0,-1,1
HMR_6500,-527.7302179678305,0.0,0.0,-1,1
HMR_6583,38.77756412675251,0.0,0.0,1,1
HMR_6611,-605.7628342507902,0.0,0.0,-1,1
HMR_6729,262.91134092231385,0.0,0.0,1,1
HMR_6975,194.62093002800296,0.0,0.0,1,1
HMR_6976,194.62093002800304,0.0,0.0,1,1
HMR_6977,194.62093002800304,0.0,0.0,1,1
HMR_6978,194.62093002800364,0.0,0.0,1,1
HMR_7197,538.6582171237374,0.0,0.0,1,1
HMR_7199,538.6582171237366,0.0,0.0,1,1
HMR_7328,5.960050030419059,0.0,0.0,1,1
HMR_7329,5.960050030419061,0.0,0.0,1,1
HMR_7330,5.9600500304190245,0.0,0.0,1,1
HMR_7469,26.600246393596695,0.0,0.0,1,1
HMR_7628,28.953310875572367,0.0,0.0,1,1
HMR_7748,347.57961315154955,2.7251028162810716e-58,3.203950288609149e-58,1,1
HMR_7749,-347.5796131515381,2.7251028162810716e-58,3.203950288609149e-58,-1,1
HMR_7756,28.953310875572395,0.0,0.0,1,1
HMR_8023,-194.62093002799833,0.0,0.0,-1,1
HMR_8374,-110.59437716855635,0.0,0.0,-1,1
HMR_8505,-1.0,0.0,0.0,-1,1
HMR_8567,1.0,0.0,0.0,1,1
HMR_8570,-1.0,0.0,0.0,-1,1
HMR_8572,-1.0,0.0,0.0,-1,1
HMR_8574,-1.0,0.0,0.0,-1,1
HMR_8576,-1.0,0.0,0.0,-1,1
HMR_8578,-1.0,0.0,0.0,-1,1
HMR_8580,-1.0,0.0,0.0,-1,1
HMR_8582,-1.0,0.0,0.0,-1,1
HMR_8762,0.0,1.0,1.0,0,0
HMR_8776,-1.0,0.0,0.0,-1,1
HMR_9176,-11.815532207056313,0.0,0.0,-1,1
HMR_9177,25.146109778728796,0.0,0.0,1,1
HMR_9178,-25.14610977872803,0.0,0.0,-1,1
HMR_9184,-8.28504019946661,0.0,0.0,-1,1
HMR_9191,397.45492207894137,2.8333430413611358e-109,3.6286396651360527e-109,1,1
HMR_9602,98.7112398827335,0.0,0.0,1,1
HMR_9621,11.10788379357225,0.0,0.0,1,1
HMR_9627,54.85251472903522,0.0,0.0,1,1
HMR_9634,-262.4105956394363,0.0,0.0,-1,1
HMR_9640,575.804466316628,0.0,0.0,1,1
HMR_9647,17.092055869805648,0.0,0.0,1,1
HMR_9648,-5.960050030419075,0.0,0.0,-1,1
HMR_9667,-5.960050030419039,0.0,0.0,-1,1
HMR_9680,-112.58711372238645,0.0,0.0,-1,1
HMR_9719,4.4488172326173165,1.3022098987478291e-59,1.5428867927858894e-59,1,1
HMR_9804,0.0,1.0,1.0,0,0
HOCDACBP,-1.0,0.0,0.0,-1,1
HOCTDECCRNe,-1.0,0.0,0.0,-1,1
HPDCACRNCPT1,8.048803725730622,7.51619926357375e-271,1.1143202396577363e-270,1,1
HPDCACRNCPT2,8.04880372573119,7.51619926357375e-271,1.1143202396577363e-270,1,1
HPDCACRNt,7.581153982414614,0.0,0.0,1,1
HPDCAt,25.196223992535362,5.728163385319411e-10,6.024809793450067e-10,1,1
HPROb,-307.9414407741591,0.0,0.0,-1,1
HPROx,-591.9784869966859,0.0,0.0,-1,1
HPROxm,-492.77964855151623,2.1603957516211753e-23,2.3509285206119476e-23,-1,1
HPYRDC,-1.0,0.0,0.0,-1,1
HPYRDCm,-1.0,0.0,0.0,-1,1
HPYRtp,1.0,0.0,0.0,1,1
HSD11B2r,0.0,1.0,1.0,0,0
HSD17B1,-50.40693475401302,0.0,0.0,-1,1
HSD17B42x_1,31.649942369996083,5.599003563551554e-19,6.04123797759794e-19,1,1
HSPGt,1.174008070531473,0.0,0.0,1,1
HXAt1,-1.0,0.0,0.0,-1,1
HXAt3,1.0,0.0,0.0,1,1
HXCOAm,-1.0,0.0,0.0,-1,1
HXCOAte,-1.0,0.0,0.0,-1,1
HYPOE,24.813679437157106,0.0,0.0,1,1
HYPTROX_cho,93.60811984772565,0.0,0.0,1,1
Ht,-335.145648980995,5.500890404235437e-152,7.505673886872966e-152,-1,1
Htg,562.6192029119488,0.0,0.0,1,1
Htr,-271.7465471548034,9.704116365850591e-220,1.3893291989786093e-219,-1,1
Htx,255.55423481298965,2.661665844969578e-62,3.173258760626069e-62,1,1
ICDHym,-24.001667113529972,0.0,0.0,-1,1
ICITtr,63.64764418611499,0.0,0.0,1,1
ID3ACALDtm,-1.0,0.0,0.0,-1,1
ILETAm,1.0,0.0,0.0,1,1
ILEtec,-1.0,0.0,0.0,-1,1
IM4ACte,-107.9160361693589,0.0,0.0,-1,1
IMACTD,107.91603616935075,0.0,0.0,1,1
IMPC,-1.0,1.5141792219224034e-177,2.0997228485268376e-177,-1,1
IMPD,388.7262824114528,0.0,0.0,1,1
IMPtr,-263.72566183970144,5.274648198989292e-42,6.031548388978787e-42,-1,1
IND3ACt,60.421092378677784,1.2672018670773729e-27,1.4029080004546892e-27,1,1
IND3ACtm,1.0,0.0,0.0,1,1
INOSTO,-1.0,0.0,0.0,-1,1
INSTt2,-53.097338448905056,4.635561811121796e-187,6.486959973490562e-187,-1,1
INSTt4,453.59556207022325,0.0,0.0,1,1
INSTt4_2,-1.0,0.0,0.0,-1,1
KAS8,10.672554074787303,0.0,0.0,1,1
KCC2t,-298.81095492773454,0.0,0.0,-1,1
KCCt,505.75152390774446,0.0,0.0,1,1
KHK,-1.0,0.0,0.0,-1,1
KHK2,123.8410719249301,7.79277593568231e-43,8.928817160454768e-43,1,1
KHK3,-1.0,0.0,0.0,-1,1
KSII_CORE2t,1.491779246220224,0.0,0.0,1,1
KSII_CORE4t,1.3705646829458071,0.0,0.0,1,1
Kt3r,-419.14914561977827,9.299209351971202e-125,1.2209202209824891e-124,-1,1
L2AADPtr,-100.04441261627626,0.0,0.0,-1,1
LALDO,-292.6818154637097,0.0,0.0,-1,1
LCADi,135.15208063956135,0.0,0.0,1,1
LCADi_D,108.50216139397749,0.0,0.0,1,1
LCADm,-1.0,0.0,0.0,-1,1
LCARS,-366.9439955485243,2.545028969775287e-103,3.2287680959835735e-103,-1,1
LDH_D,-628.6055547867796,0.0,0.0,-1,1
LDH_L,-420.3361843982782,0.0,0.0,-1,1
LDH_Lm,-1.0,0.0,0.0,-1,1
LEUKTRB4WCOOHt,-1.0,0.0,0.0,-1,1
LEUKTRB4WOHt,-1.0,0.0,0.0,-1,1
LEUKTRD4t,-87.42256203318529,2.5141262540358835e-204,3.557287147356567e-204,-1,1
LEUt4,435.2557712820735,2.649458538673163e-190,3.7144211033933467e-190,1,1
LEUtec,1.0,0.0,0.0,1,1
LGNCt,16.327294588307254,0.0,0.0,1,1
LGTHL,292.68181546370334,0.0,0.0,1,1
LKYNRtr,0.0,1.0,1.0,0,0
LNELDCCPT1,1.0,0.0,0.0,1,1
LNELDCCPT2,2.9001616329181403,9.028555903609494e-139,1.2067871752349325e-138,1,1
LNELDCCRNt,-297.37737968534765,0.0,0.0,-1,1
LNELDCCRNtr,2.8136055140864813,0.0,0.0,1,1
LNELDCt,13.156914639173246,0.0,0.0,1,1
LNLCCPT1,1.0,3.5808201117274716e-149,4.865590382720276e-149,1,1
LNLCCRNNAt,1.0,1.724144970710791e-240,2.498050951882112e-240,1,1
LNLCCRNtd,-1.0,5.649185707078914e-163,7.763401914818029e-163,-1,1
LNLCt,14.01309723475462,0.0,0.0,1,1
LNLNCACPT1,-78.87090232366731,7.369090300875429e-16,7.847824705572673e-16,-1,1
LNLNCACPT2,-78.87090232366639,7.369090300875429e-16,7.847824705572673e-16,-1,1
LNLNCACRNt,-78.87090232366124,7.369090300875429e-16,7.847824705572673e-16,-1,1
LNLNCAt,36.02483574520673,0.0,0.0,1,1
LNLNCGCPT1,-141.42638666823646,1.3605932331569177e-217,1.945521165168303e-217,-1,1
LNLNCGCPT2,11.514576413454458,4.723296608585932e-180,6.577649099942182e-180,1,1
LNLNCGCRNt,-295.5522134990768,0.0,0.0,-1,1
LNLNCGt,17.494536854407063,0.0,0.0,1,1
LTDCL,60.811144782903064,0.0,0.0,1,1
LYSACm,-1.0,0.0,0.0,-1,1
LYSGLUGLUr,1.0,0.0,0.0,1,1
LYSGLUGLUt,1.0,0.0,0.0,1,1
LYStm,-41.268807269697525,0.0,0.0,-1,1
L_LACDcm,294.5661467896674,2.6326626964252556e-128,3.4723913151126213e-128,1,1
L_LACt2r,-242.03978093044458,8.528265387360626e-128,1.1242027032735574e-127,-1,1
L_LACt4r,1.0,1.0379133311020923e-157,1.4237962312488354e-157,1,1
L_LACtcm,-1.0,0.0,0.0,-1,1
MALOAAtm,193.34716225179193,6.683182560861083e-116,8.645943617348469e-116,1,1
MAL_Ltx,112.58711372238619,0.0,0.0,1,1
MALt,24.585505213941136,9.050350483119254e-171,1.2497325125606912e-170,1,1
MAN1PT2,8.285040199466653,0.0,0.0,1,1
MCITS,426.4048334251227,0.0,0.0,1,1
MDH,207.94094685047955,7.726636221692759e-146,1.0363898380353524e-145,1,1
MDHm,-192.19065353463176,9.005752037838126e-104,1.1456874127959256e-103,-1,1
MDHp,-112.58711372239289,0.0,0.0,-1,1
ME2,122.41651348975388,0.0,0.0,1,1
MELATNOX,-1.0,0.0,0.0,-1,1
METAT,-1.0,0.0,0.0,-1,1
METS,454.1573253228505,0.0,0.0,1,1
METtec,-1.0,0.0,0.0,-1,1
METtm,484.13296279951675,1.5193815153747912e-52,1.7718397244843222e-52,1,1
MEV_Rt,-341.75426225219195,0.0,0.0,-1,1
MGSA,52.235822537641766,4.805674702886574e-106,6.137464353436109e-106,1,1
MGSA2,21.955075530040805,8.104471438015003e-129,1.069566529628777e-128,1,1
MI14P4P,13.112444001550445,0.0,0.0,1,1
MI1PP,197.39459422073162,0.0,0.0,1,1
MI1PS,657.3974207076858,3.507557365871638e-232,5.037449408432671e-232,1,1
MI1Pt,-518.695581268411,1.1249793624045503e-110,1.4447832326348308e-110,-1,1
MI3PP,72.99852559895496,0.0,0.0,1,1
MI3PS,72.99852559895513,0.0,0.0,1,1
MLTHFte1,13.985042271938562,0.0,0.0,1,1
MLTHFte3,13.985042271938562,0.0,0.0,1,1
MMALtm,1.0,0.0,0.0,1,1
MMSAD1m,-1.0,0.0,0.0,-1,1
MMSAD3m,-1.0,0.0,0.0,-1,1
MTHFC,-1.0,0.0,0.0,-1,1
MTHFD,-1.0,0.0,0.0,-1,1
MTHFD2i,1.0,0.0,0.0,1,1
MTHFR2,-1.0,0.0,0.0,-1,1
MVLACc,672.7269595057124,0.0,0.0,1,1
MVLACte,672.7269595057094,0.0,0.0,1,1
N3Tg,13.687950859024204,0.0,0.0,1,1
NABTNO,80.97773786667258,0.0,0.0,1,1
NACASPt,-1.0,0.0,0.0,-1,1
NACASPtm,-1.0,0.0,0.0,-1,1
NACCYSte,936.0432960291542,7.052244167683521e-266,1.0401606918273575e-265,1,1
NACCYStm,936.0432960291562,7.052244167683521e-266,1.0401606918273575e-265,1,1
NACSMCTte,1.0,0.0,0.0,1,1
NADH2_u10mi,214.99643493296895,3.328318371004937e-274,4.947208977627157e-274,1,1
NADN,16.711183822467714,0.0,0.0,1,1
NAGA2ly,61.13441924029724,0.0,0.0,1,1
NAGAlby,7.743179919551296,0.0,0.0,1,1
NAGLCAly,87.73466563389466,0.0,0.0,1,1
NAHCO3_HCLt,-528.1808669375906,0.0,0.0,-1,1
NAPRT,1.0,0.0,0.0,1,1
NBAHH_ir,461.4875469774288,0.0,0.0,1,1
NCCt,-1.0,0.0,0.0,-1,1
NCKt,-25.434361500428892,0.0,0.0,-1,1
NCNt,-1.0,0.0,0.0,-1,1
NDP7er,200.96199411424365,0.0,0.0,1,1
NDP7g,177.66143245868508,0.0,0.0,1,1
NDPK1,1.0,0.0,0.0,1,1
NDPK1m,843.5869043560525,0.0,0.0,1,1
NDPK2,1.0,0.0,0.0,1,1
NDPK3m,-0.6561391616064319,1.269310553972161e-61,1.50779902762221e-61,0,0
